"Speaker","participant_year_of_birth","Gender","Vowel","F1","F2"
"speaker_384",1953,"M","LOT",0.010827590305508,-1.93484291176067
"speaker_384",1953,"M","LOT",-0.296961710834435,-1.48174204388244
"speaker_384",1953,"M","LOT",0.815051248122778,-1.21539220938645
"speaker_384",1953,"M","LOT",0.944124180858883,-0.122439440247755
"speaker_384",1953,"M","LOT",1.54977409600522,-1.70523098547102
"speaker_384",1953,"M","LOT",0.705835689653766,-1.72666143192472
"speaker_384",1953,"M","LOT",1.17248398493045,-1.19396176293275
"speaker_384",1953,"M","LOT",1.11291186212917,-1.43275816627398
"speaker_384",1953,"M","LOT",0.755479125321499,-1.18477728588117
"speaker_384",1953,"M","LOT",-0.42603464357054,-1.59195576850147
"speaker_384",1953,"M","LOT",1.49020197320394,-1.50317249033614
"speaker_384",1953,"M","LOT",1.59941753167295,-1.85218261829639
"speaker_384",1953,"M","LOT",0.824979935256325,-1.82769067949217
"speaker_384",1953,"M","LOT",0.884552058057604,-1.61338621495517
"speaker_384",1953,"M","NURSE",-0.594822324840831,0.22963218006303
"speaker_384",1953,"M","NURSE",-1.09125668151816,-0.844951634972496
"speaker_384",1953,"M","NURSE",-0.495535453505366,0.324538442929416
"speaker_384",1953,"M","NURSE",-0.9721124359156,-0.514310461115411
"speaker_384",1953,"M","NURSE",-0.614679699107924,0.364337843486287
"speaker_384",1953,"M","NURSE",-0.783467380378216,1.14195690052054
"speaker_384",1953,"M","NURSE",-0.763610006111123,-0.0673325779382407
"speaker_384",1953,"M","NURSE",-0.525321514906005,0.0612501007839591
"speaker_384",1953,"M","NURSE",-0.743752631844029,-0.266329580722597
"speaker_384",1953,"M","NURSE",-0.495535453505366,0.199017256557745
"speaker_384",1953,"M","NURSE",0.000898903171961413,-0.658200601590254
"speaker_384",1953,"M","NURSE",-0.843039503179495,0.860299604271915
"speaker_384",1953,"M","NURSE",-0.148031403831237,0.462305598703201
"speaker_384",1953,"M","NURSE",-0.704037883309843,0.296985011774659
"speaker_384",1953,"M","NURSE",-0.743752631844029,-0.450019121754311
"speaker_384",1953,"M","START",2.96957635610238,-0.554109861672283
"speaker_384",1953,"M","START",1.71856177727551,-0.128562424948812
"speaker_384",1953,"M","START",1.93699289421354,0.257185611217787
"speaker_384",1953,"M","START",2.06606582694964,-0.762291341508225
"speaker_384",1953,"M","START",1.66891834160778,-0.168361825505683
"speaker_384",1953,"M","START",1.98663632988127,-0.180607794907798
"speaker_384",1953,"M","START",1.96677895561418,-0.159177348454098
"speaker_384",1953,"M","START",2.6320009935618,-0.450019121754311
"speaker_384",1953,"M","START",2.78093130056499,-0.122439440247755
"speaker_384",1953,"M","START",2.65185836782889,-0.62452418573444
"speaker_384",1953,"M","START",3.0390771660372,0.0673730854850162
"speaker_384",1953,"M","START",2.88021817190046,0.655179616786501
"speaker_384",1953,"M","START",1.94692158134708,-0.0948860090929978
"speaker_384",1953,"M","START",2.85043211049982,-0.146931379051983
"speaker_384",1953,"M","START",0.268973455777718,-0.0550866085361264
"speaker_384",1953,"M","STRUT",1.4604159118033,0.232693672413559
